"w15_38_1nm_MoOx - RawData"
"Wavelength nm."	"Abs."
500,60	0,233
500,80	0,234
501,00	0,234
501,20	0,235
501,40	0,239
501,60	0,243
501,80	0,243
502,00	0,243
502,20	0,246
502,40	0,249
502,60	0,251
502,80	0,252
503,00	0,255
503,20	0,259
503,40	0,261
503,60	0,261
503,80	0,262
504,00	0,263
504,20	0,266
504,40	0,267
504,60	0,268
504,80	0,269
505,00	0,269
505,20	0,270
505,40	0,270
505,60	0,270
505,80	0,272
506,00	0,271
506,20	0,269
506,40	0,269
506,60	0,268
506,80	0,267
507,00	0,267
507,20	0,266
507,40	0,264
507,60	0,262
507,80	0,261
508,00	0,259
508,20	0,256
508,40	0,254
508,60	0,252
508,80	0,249
509,00	0,248
509,20	0,246
509,40	0,243
509,60	0,241
509,80	0,239
510,00	0,238
510,20	0,236
510,40	0,232
510,60	0,232
510,80	0,234
511,00	0,233
511,20	0,231
511,40	0,231
511,60	0,232
511,80	0,231
512,00	0,231
512,20	0,231
512,40	0,234
512,60	0,235
512,80	0,237
513,00	0,238
513,20	0,239
513,40	0,240
513,60	0,240
513,80	0,244
514,00	0,247
514,20	0,249
514,40	0,253
514,60	0,255
514,80	0,257
515,00	0,260
515,20	0,262
515,40	0,264
515,60	0,266
515,80	0,272
516,00	0,273
516,20	0,274
516,40	0,276
516,60	0,276
516,80	0,279
517,00	0,282
517,20	0,283
517,40	0,283
517,60	0,282
517,80	0,281
518,00	0,281
518,20	0,280
518,40	0,280
518,60	0,279
518,80	0,277
519,00	0,277
519,20	0,275
519,40	0,273
519,60	0,271
519,80	0,269
520,00	0,267
520,20	0,263
520,40	0,261
520,60	0,260
520,80	0,257
521,00	0,254
521,20	0,252
521,40	0,250
521,60	0,248
521,80	0,243
522,00	0,240
522,20	0,238
522,40	0,238
522,60	0,237
522,80	0,236
523,00	0,236
523,20	0,236
523,40	0,236
523,60	0,235
523,80	0,235
524,00	0,234
524,20	0,232
524,40	0,233
524,60	0,235
524,80	0,236
525,00	0,236
525,20	0,236
525,40	0,238
525,60	0,239
525,80	0,241
526,00	0,245
526,20	0,247
526,40	0,247
526,60	0,247
526,80	0,248
527,00	0,251
527,20	0,255
527,40	0,257
527,60	0,259
527,80	0,260
528,00	0,260
528,20	0,262
528,40	0,264
528,60	0,264
528,80	0,266
529,00	0,268
529,20	0,268
529,40	0,269
529,60	0,268
529,80	0,270
530,00	0,270
530,20	0,271
530,40	0,272
530,60	0,273
530,80	0,271
531,00	0,267
531,20	0,268
531,40	0,269
531,60	0,265
531,80	0,262
532,00	0,261
532,20	0,260
532,40	0,260
532,60	0,259
532,80	0,258
533,00	0,256
533,20	0,252
533,40	0,250
533,60	0,248
533,80	0,245
534,00	0,241
534,20	0,240
534,40	0,239
534,60	0,236
534,80	0,234
535,00	0,231
535,20	0,229
535,40	0,228
535,60	0,226
535,80	0,224
536,00	0,223
536,20	0,222
536,40	0,223
536,60	0,223
536,80	0,221
537,00	0,220
537,20	0,220
537,40	0,220
537,60	0,221
537,80	0,222
538,00	0,225
538,20	0,225
538,40	0,225
538,60	0,227
538,80	0,227
539,00	0,228
539,20	0,232
539,40	0,234
539,60	0,234
539,80	0,236
540,00	0,239
540,20	0,241
540,40	0,243
540,60	0,245
540,80	0,246
541,00	0,248
541,20	0,251
541,40	0,253
541,60	0,256
541,80	0,259
542,00	0,259
542,20	0,262
542,40	0,264
542,60	0,265
542,80	0,265
543,00	0,265
543,20	0,264
543,40	0,263
543,60	0,264
543,80	0,264
544,00	0,262
544,20	0,262
544,40	0,263
544,60	0,262
544,80	0,260
545,00	0,260
545,20	0,260
545,40	0,259
545,60	0,259
545,80	0,256
546,00	0,253
