"background_w15_70 - RawData"
"Wavelength nm."	"Abs."
528,20	0,259
528,40	0,257
528,60	0,254
528,80	0,254
529,00	0,250
529,20	0,246
529,40	0,245
529,60	0,242
529,80	0,241
530,00	0,239
530,20	0,237
530,40	0,237
530,60	0,234
530,80	0,234
531,00	0,234
531,20	0,230
531,40	0,227
531,60	0,227
531,80	0,230
532,00	0,231
532,20	0,228
532,40	0,228
532,60	0,230
532,80	0,230
533,00	0,231
533,20	0,231
533,40	0,232
533,60	0,236
533,80	0,238
534,00	0,238
534,20	0,238
534,40	0,241
534,60	0,245
534,80	0,249
535,00	0,252
535,20	0,254
535,40	0,255
535,60	0,258
535,80	0,260
536,00	0,261
536,20	0,265
536,40	0,269
536,60	0,270
536,80	0,270
537,00	0,272
537,20	0,275
537,40	0,274
537,60	0,276
537,80	0,280
538,00	0,281
538,20	0,279
538,40	0,278
538,60	0,278
538,80	0,279
539,00	0,280
539,20	0,277
539,40	0,274
539,60	0,272
539,80	0,271
540,00	0,271
540,20	0,267
540,40	0,263
540,60	0,262
540,80	0,260
541,00	0,259
541,20	0,256
541,40	0,252
541,60	0,250
541,80	0,250
542,00	0,248
542,20	0,244
542,40	0,241
542,60	0,240
542,80	0,238
543,00	0,236
543,20	0,232
543,40	0,229
543,60	0,229
543,80	0,227
544,00	0,224
544,20	0,222
544,40	0,221
544,60	0,223
544,80	0,223
545,00	0,221
545,20	0,221
545,40	0,222
545,60	0,224
545,80	0,224
546,00	0,224
546,20	0,227
546,40	0,228
546,60	0,229
